hh_id,value,fragile_level
6509855922,"[15.033116340637207, -93.34428405761719]",1.0
280010942,"[6.575575828552246, 28.169179916381836]",1.0
578516165,"[-60.494754791259766, -10.225497245788574]",1.0
881942137,"[29.12947654724121, -103.36238861083984]",1.0
8833648443,"[-23.890840530395508, 25.2991943359375]",1.0
4419936820,"[92.44256591796875, 34.04096984863281]",2.0
8168011377,"[78.32807922363281, 25.687129974365234]",1.0
5581500684,"[11.518281936645508, 86.52775573730469]",2.0
445900508,"[88.80048370361328, 43.45039367675781]",2.0
3240821203,"[28.592750549316406, 70.38166809082031]",1.0
5105064473,"[-36.2661247253418, 57.70532989501953]",1.0
2296519249,"[31.325956344604492, 29.34490394592285]",2.0
5490202498,"[96.12198638916016, 33.22969055175781]",1.0
7638844798,"[-6.320308685302734, 87.6045150756836]",2.0
542733450,"[40.97251510620117, 39.64121627807617]",2.0
3896261048,"[93.16210174560547, 52.6485595703125]",1.0
3255123809,"[87.2336196899414, 51.512908935546875]",1.0
7305257686,"[80.50133514404297, 48.98460388183594]",1.0
686752413,"[72.77430725097656, 19.201141357421875]",2.0
7392791445,"[-10.044886589050293, 36.23442077636719]",1.0
5867516666,"[-12.101394653320312, 51.74407958984375]",1.0
5503422215,"[-43.3891716003418, 68.75227355957031]",2.0
6863881268,"[5.5915141105651855, 70.79354095458984]",1.0
9172723761,"[69.43527221679688, 12.258657455444336]",2.0
9202140028,"[-25.551311492919922, 30.307567596435547]",1.0
4585950368,"[100.63355255126953, -14.926546096801758]",1.0
1776909828,"[22.439496994018555, -100.0061264038086]",1.0
6386424590,"[87.24030303955078, 42.89344787597656]",1.0
6674607638,"[-27.728837966918945, 80.82540130615234]",2.0
5586234714,"[63.70349884033203, 56.72440719604492]",1.0
125841792,"[61.25212097167969, 21.465234756469727]",1.0
4114128741,"[101.80931854248047, 16.902990341186523]",3.0
6702704714,"[-58.30956268310547, 15.634050369262695]",2.0
9803691744,"[90.23084259033203, 52.48686981201172]",1.0
4725507752,"[91.60639190673828, 52.77622985839844]",1.0
8254097063,"[-60.91285705566406, 18.6380615234375]",1.0
4701708371,"[98.07492065429688, 29.46703338623047]",2.0
6717337267,"[56.30256271362305, -10.096559524536133]",1.0
7077147749,"[100.15484619140625, -8.28583812713623]",1.0
7829081735,"[15.051117897033691, 20.57855796813965]",1.0
4068487763,"[41.90658187866211, 60.074398040771484]",1.0
5059972503,"[35.760772705078125, -85.31511688232422]",1.0
6426725374,"[93.65312957763672, 38.13511657714844]",2.0
7260536900,"[-0.7280969619750977, 41.882957458496094]",1.0
1932886383,"[-22.73760414123535, 85.31938171386719]",1.0
6489999045,"[6.4740095138549805, 6.815071105957031]",2.0
7737342323,"[3.902177333831787, 90.8147201538086]",1.0
9384139464,"[100.31342315673828, 24.427783966064453]",2.0
881581635,"[98.71575927734375, 30.233924865722656]",2.0
331269404,"[-48.43937683105469, 42.96992874145508]",1.0
8792889563,"[5.155351638793945, -98.66619110107422]",1.0
1226388362,"[45.19631576538086, -93.45484924316406]",2.0
1879744768,"[18.415685653686523, -106.05754089355469]",1.0
63682118,"[-34.66997528076172, 43.8301887512207]",1.0
4190966819,"[0.14175738394260406, 67.25848388671875]",1.0
2667097122,"[97.04273986816406, 43.39448165893555]",2.0
508541927,"[7.741008281707764, 15.6631498336792]",1.0
4326656045,"[-6.79490327835083, 47.73214340209961]",2.0
3293495966,"[20.81894874572754, -83.01687622070312]",2.0
5541667653,"[65.18006896972656, 39.18126678466797]",2.0
8874280231,"[96.02466583251953, 44.9539794921875]",2.0
8646301414,"[53.36434555053711, 44.488033294677734]",1.0
6751105693,"[100.9375228881836, 24.471019744873047]",3.0
99776304,"[19.798185348510742, -82.06721496582031]",2.0
2910438096,"[31.2884464263916, -95.9603500366211]",2.0
4139767573,"[74.85423278808594, 36.11775588989258]",2.0
2780777909,"[102.61527252197266, 34.9462776184082]",2.0
8306239367,"[-53.8746452331543, 52.96904373168945]",1.0
528078311,"[96.3537826538086, 32.13152313232422]",2.0
9618093014,"[8.421841621398926, 46.11359405517578]",2.0
6653451903,"[-14.894356727600098, 54.573421478271484]",1.0
6038879517,"[23.30893898010254, 68.1703109741211]",2.0
6094789644,"[-56.953067779541016, 24.080738067626953]",1.0
5371626083,"[-25.599384307861328, 75.11750793457031]",1.0
3942014082,"[95.82553100585938, 27.412559509277344]",1.0
9829825423,"[21.305404663085938, -82.74913024902344]",1.0
3649673022,"[-18.36238670349121, 48.444854736328125]",2.0
9949051877,"[37.20182418823242, 81.69327545166016]",1.0
5837507194,"[26.642738342285156, 53.32696533203125]",2.0
5724040703,"[41.60850524902344, 38.140411376953125]",2.0
5534063379,"[12.40458869934082, 67.01776885986328]",2.0
3626456113,"[34.75155258178711, 63.5985107421875]",2.0
8388793676,"[-5.904594421386719, 58.50700759887695]",1.0
7940338877,"[19.023235321044922, 50.72431182861328]",1.0
1531870604,"[68.78086853027344, 48.392311096191406]",2.0
9908189316,"[19.407791137695312, 95.26438903808594]",1.0
5174230492,"[-10.383359909057617, 42.056705474853516]",1.0
8332814971,"[93.56025695800781, 50.891326904296875]",1.0
9247311219,"[18.894338607788086, -98.9366683959961]",2.0
6133388809,"[-43.209747314453125, 64.65042114257812]",1.0
8973947883,"[26.028532028198242, -87.45883178710938]",1.0
1295178395,"[64.68997955322266, 36.71012496948242]",1.0
6397316296,"[3.8050122261047363, -10.05408763885498]",1.0
8237746979,"[62.53237533569336, 50.52545166015625]",2.0
4447290380,"[95.38256072998047, 30.319704055786133]",2.0
6596241059,"[48.630306243896484, -91.326904296875]",2.0
8155791322,"[-3.3629138469696045, 35.75129699707031]",2.0
2916445119,"[93.7589111328125, 53.11182403564453]",1.0
1800870413,"[38.08887481689453, 52.920433044433594]",1.0
2176830626,"[56.36553192138672, 16.081090927124023]",2.0
9959402367,"[101.19347381591797, -13.224042892456055]",1.0
395949372,"[-7.513728141784668, 6.617506504058838]",1.0
6907963693,"[100.08399963378906, -9.969575881958008]",1.0
704991848,"[59.98947525024414, 30.203107833862305]",2.0
4546741031,"[18.492168426513672, -101.19095611572266]",1.0
6797430654,"[12.445977210998535, -96.5784683227539]",1.0
4696116723,"[15.582812309265137, 77.09406280517578]",1.0
908665748,"[99.32853698730469, 20.826000213623047]",2.0
9369221908,"[17.38969612121582, 2.7170462608337402]",2.0
4411632741,"[96.68798065185547, 23.349586486816406]",2.0
6364250495,"[17.40534019470215, 35.896270751953125]",2.0
9391044996,"[2.1512534618377686, 89.25476837158203]",1.0
3501447269,"[-58.968849182128906, 67.1266860961914]",2.0
7022785409,"[23.756183624267578, -84.29702758789062]",2.0
433439904,"[-50.96403884887695, 60.05485916137695]",1.0
8334805518,"[37.99989700317383, -89.59497833251953]",2.0
2686554212,"[63.261260986328125, -17.05621337890625]",2.0
3877645578,"[10.528047561645508, 45.15733337402344]",2.0
9045184755,"[89.9490966796875, 50.37226104736328]",1.0
4920529696,"[-41.63321304321289, 71.33136749267578]",1.0
7894581603,"[7.610502243041992, -97.78701782226562]",2.0
1603106075,"[20.27541732788086, 39.996524810791016]",2.0
4728282922,"[-15.419572830200195, 61.40007019042969]",2.0
9927144517,"[29.435895919799805, -91.75791931152344]",2.0
9538286392,"[-3.1200814247131348, 84.61700439453125]",2.0
4731940435,"[-42.34306716918945, 46.842254638671875]",2.0
9302220369,"[23.405298233032227, 86.40099334716797]",2.0
4125584715,"[26.139699935913086, -82.30814361572266]",2.0
5549452909,"[68.54996490478516, 10.705748558044434]",2.0
7737006917,"[100.83979034423828, 41.16273880004883]",2.0
8000999016,"[26.532255172729492, -100.35523986816406]",2.0
1981015880,"[47.00238037109375, 10.516045570373535]",1.0
1024869924,"[44.11327362060547, 54.79444885253906]",1.0
1504201401,"[15.56927490234375, -84.02483367919922]",1.0
5376478684,"[26.60953712463379, 65.55101776123047]",2.0
2817214758,"[56.10441970825195, 48.82585906982422]",2.0
2921828346,"[28.943103790283203, 5.643885612487793]",1.0
682797198,"[-33.71056365966797, 23.447818756103516]",1.0
5176058004,"[83.9375991821289, 13.484143257141113]",1.0
6756955176,"[-10.876114845275879, 89.00397491455078]",1.0
7377523215,"[-15.787020683288574, 62.995880126953125]",2.0
349206320,"[-3.294273853302002, -97.10772705078125]",
6201332579,"[88.12359619140625, 15.709145545959473]",3.0
6667805729,"[78.12760925292969, 26.468740463256836]",2.0
8459009282,"[93.50176239013672, 46.28635025024414]",1.0
666823481,"[44.47788619995117, -30.320005416870117]",1.0
7036023050,"[84.06356048583984, 0.5894629955291748]",1.0
3115410305,"[33.616371154785156, -101.94013977050781]",1.0
1232147088,"[22.67113494873047, -89.99788665771484]",1.0
5537378765,"[63.26496505737305, 51.27043151855469]",2.0
5444012742,"[-24.714113235473633, 44.168758392333984]",2.0
37192251,"[100.93425750732422, 15.778132438659668]",3.0
9367818188,"[28.197614669799805, -96.04847717285156]",2.0
9473165196,"[34.51955032348633, 17.281230926513672]",1.0
7853474809,"[33.487735748291016, 42.926517486572266]",1.0
4060939991,"[38.721160888671875, 32.18742752075195]",2.0
4972303540,"[-31.567672729492188, 0.3547038435935974]",1.0
7938547883,"[24.863414764404297, -88.04170989990234]",1.0
2467722846,"[17.729482650756836, 44.30271530151367]",1.0
4005840107,"[11.58026123046875, 75.01775360107422]",1.0
1581938814,"[-40.532012939453125, 7.921332359313965]",2.0
6811781803,"[-25.29768943786621, 78.12372589111328]",1.0
5716162979,"[28.052406311035156, 79.39109802246094]",1.0
1572625016,"[93.23583221435547, 48.57563400268555]",1.0
8738764126,"[33.58207702636719, -99.51556396484375]",1.0
3762613105,"[45.19981002807617, 46.76546859741211]",2.0
340769448,"[15.969823837280273, 45.01174545288086]",2.0
9884966046,"[100.88323211669922, 34.264060974121094]",1.0
7103012513,"[3.879772424697876, 60.64449691772461]",2.0
9604148672,"[-14.302321434020996, 20.240331649780273]",1.0
1273622528,"[8.299269676208496, 87.62223815917969]",1.0
4773304996,"[2.5648510456085205, 75.21493530273438]",1.0
901926300,"[20.612625122070312, 58.94313049316406]",2.0
1125770040,"[26.965576171875, 32.80524444580078]",2.0
5586240037,"[3.2244203090667725, -96.12330627441406]",2.0
1689139204,"[-48.53324508666992, 63.12134552001953]",1.0
1708765321,"[24.208864212036133, -108.07211303710938]",1.0
2357605536,"[81.10230255126953, 53.95608901977539]",1.0
9537791095,"[43.688133239746094, 65.59505462646484]",1.0
4695267264,"[7.679376125335693, 37.2283935546875]",2.0
1309943851,"[89.86174011230469, 50.62301254272461]",1.0
6308082387,"[10.141141891479492, 35.49986267089844]",2.0
9438994277,"[-28.7784423828125, 31.431705474853516]",1.0
3827196814,"[20.618444442749023, 42.467926025390625]",1.0
3178903305,"[-52.04160690307617, 37.41562271118164]",1.0
2932766657,"[27.08668327331543, 80.06166076660156]",1.0
5253118656,"[-52.279808044433594, 73.15583038330078]",2.0
7846685448,"[-55.62278366088867, 5.9019927978515625]",1.0
4899557296,"[62.22183609008789, 28.37601661682129]",1.0
9984118143,"[52.88752365112305, 62.17190170288086]",2.0
7055145976,"[69.62317657470703, 44.61695861816406]",1.0
4907321879,"[100.4286880493164, -13.926200866699219]",2.0
7915239402,"[-19.76634407043457, 62.557403564453125]",2.0
3167677154,"[48.359474182128906, 60.699153900146484]",1.0
7263332370,"[5.213014125823975, -96.16064453125]",2.0
7268012484,"[43.9407844543457, 29.663558959960938]",2.0
7346885703,"[-0.9250682592391968, 84.30453491210938]",2.0
8626280577,"[-7.542075157165527, 49.76569366455078]",1.0
8125030713,"[89.17388916015625, 48.35817337036133]",1.0
9162672779,"[-50.24901580810547, 63.034080505371094]",1.0
6207004949,"[74.26846313476562, 21.163082122802734]",2.0
112520672,"[41.80815124511719, 64.70118713378906]",1.0
3620590937,"[-29.130380630493164, 44.761783599853516]",2.0
4422361036,"[-13.242657661437988, 73.583251953125]",2.0
4840773008,"[-53.15656280517578, 70.23320007324219]",1.0
7105582885,"[-2.28753924369812, -65.20513153076172]",2.0
6025984245,"[-43.03440856933594, 69.79002380371094]",2.0
694555132,"[63.44890594482422, 55.22911071777344]",2.0
5772141412,"[22.94308853149414, 84.21749877929688]",1.0
9559016665,"[-20.36424446105957, 44.29447937011719]",1.0
9165340972,"[-34.14269256591797, -41.46112823486328]",1.0
579503396,"[68.89026641845703, -15.621822357177734]",2.0
7340266847,"[74.06554412841797, 21.140031814575195]",1.0
3309329741,"[13.11352825164795, 94.72026062011719]",1.0
4051503241,"[78.940185546875, 26.716028213500977]",2.0
1421150548,"[97.12325286865234, 41.40338897705078]",1.0
8715725952,"[95.90751647949219, 30.496728897094727]",1.0
3934174071,"[60.51913833618164, 45.066734313964844]",1.0
2349615646,"[49.93279266357422, 49.440574645996094]",1.0
146785716,"[20.79916763305664, -88.41072082519531]",1.0
365472366,"[45.669891357421875, -87.52397918701172]",2.0
5451666910,"[23.28316879272461, 3.515212059020996]",2.0
9336928550,"[93.69457244873047, 32.48671340942383]",2.0
8160727590,"[24.72616958618164, 31.815221786499023]",2.0
5528918837,"[34.858978271484375, -86.76628875732422]",1.0
397194219,"[49.120059967041016, 21.18931770324707]",1.0
5382352791,"[26.13376808166504, 81.5272216796875]",1.0
8359725278,"[69.35398864746094, 37.83517074584961]",2.0
637542557,"[-16.446062088012695, 18.800403594970703]",2.0
976893540,"[92.15469360351562, 30.302724838256836]",1.0
1545559724,"[54.69400405883789, 58.798038482666016]",1.0
2824565780,"[91.17586517333984, 50.946407318115234]",1.0
9004311668,"[-26.857160568237305, 58.08728790283203]",1.0
6623362257,"[14.004952430725098, 66.3966293334961]",2.0
8620582622,"[-2.5129148960113525, 39.32240676879883]",1.0
3671537595,"[100.55865478515625, 33.87519073486328]",2.0
7921156906,"[-49.343936920166016, 70.27974700927734]",1.0
9771737186,"[-12.014083862304688, 88.59960174560547]",1.0
3425366375,"[54.870330810546875, 30.34786605834961]",2.0
3772999325,"[74.05194091796875, 35.80986785888672]",2.0
9024803614,"[-34.618568420410156, 67.17694854736328]",1.0
9286226463,"[-11.667926788330078, 28.735315322875977]",1.0
809692183,"[-6.749813556671143, 44.691688537597656]",1.0
8180114476,"[27.184791564941406, 69.2672119140625]",1.0
1732877531,"[30.206287384033203, 67.15264129638672]",1.0
5077983686,"[59.16246795654297, 31.563636779785156]",1.0
7973490372,"[12.981382369995117, 95.18045806884766]",1.0
5181650915,"[31.801504135131836, -15.190481185913086]",1.0
212178735,"[24.11537742614746, 71.02141571044922]",1.0
304140953,"[62.08359146118164, -4.215104103088379]",2.0
2885873155,"[-15.626477241516113, 80.28318786621094]",1.0
741834528,"[92.14984893798828, 40.82644271850586]",2.0
1713651679,"[-16.109891891479492, 59.4780158996582]",2.0
57007962,"[-28.52696990966797, 86.62059783935547]",1.0
5176739047,"[39.766963958740234, 61.05561828613281]",1.0
1447035313,"[-11.597746849060059, 37.528316497802734]",2.0
9513051362,"[76.34760284423828, 9.467877388000488]",1.0
4283369898,"[101.00177001953125, 16.78106689453125]",3.0
8022682421,"[30.646438598632812, 38.17581558227539]",2.0
3239284553,"[96.63426208496094, 41.9114875793457]",1.0
8678427436,"[4.0363688468933105, 75.4645767211914]",1.0
2144651577,"[54.6517333984375, 38.60612487792969]",2.0
8552823396,"[51.263816833496094, -53.05471420288086]",2.0
3644204503,"[96.31686401367188, 45.986942291259766]",2.0
9101301632,"[-15.167181968688965, 85.32328796386719]",1.0
5526497230,"[91.27378845214844, 17.671735763549805]",3.0
9401354041,"[21.187271118164062, 39.73502731323242]",1.0
4326183290,"[70.53488159179688, -39.48587417602539]",2.0
3663779574,"[102.95488739013672, 22.37661361694336]",2.0
3373399653,"[-32.85142135620117, 77.60517883300781]",2.0
1709735244,"[38.68446731567383, 46.32090759277344]",2.0
1879280301,"[71.48004150390625, -0.6642320156097412]",2.0
2973630278,"[-41.160491943359375, 72.09223175048828]",1.0
8455929156,"[-17.925037384033203, 61.55934524536133]",2.0
4517757527,"[61.42936325073242, -52.02426528930664]",2.0
5253841132,"[36.64592742919922, -11.319960594177246]",1.0
3245099425,"[53.98239517211914, 36.56193161010742]",2.0
3450141407,"[39.120216369628906, 38.04204559326172]",2.0
873411683,"[26.228492736816406, 34.93133544921875]",2.0
6845193254,"[7.856721878051758, 98.68780517578125]",2.0
9289839047,"[58.342124938964844, 33.33928298950195]",2.0
7921201666,"[101.84996795654297, 29.106611251831055]",1.0
2421627021,"[95.137939453125, 48.26683044433594]",2.0
3812252396,"[53.845027923583984, -43.50694274902344]",2.0
2552185534,"[99.80098724365234, 45.57433319091797]",1.0
9875659583,"[82.35130310058594, 16.213254928588867]",2.0
1204896194,"[4.292086601257324, 75.8230209350586]",1.0
4294503398,"[9.731088638305664, -91.8222885131836]",2.0
9659875782,"[-1.8567975759506226, 79.4749984741211]",2.0
1767295580,"[3.527250051498413, -97.40986633300781]",1.0
8162694560,"[-15.473058700561523, 88.2275619506836]",1.0
1580922584,"[-27.232818603515625, 50.1080436706543]",1.0
9687259194,"[6.939411163330078, 90.01729583740234]",2.0
9505616771,"[57.004634857177734, 52.84550476074219]",2.0
2872492183,"[53.15532302856445, 24.65519142150879]",1.0
3368265713,"[-57.82475662231445, 38.8266716003418]",1.0
7022714924,"[35.43684005737305, -44.439857482910156]",2.0
7527445607,"[-1.2798302173614502, 19.379379272460938]",1.0
6466460995,"[-25.93231773376465, 61.300411224365234]",2.0
6884457087,"[59.06660461425781, 57.879974365234375]",1.0
4310315339,"[-6.7558088302612305, 46.38882064819336]",2.0
5515258651,"[36.20222854614258, -98.97842407226562]",2.0
4206804518,"[30.56424331665039, -84.54115295410156]",2.0
4107148354,"[-11.316553115844727, 23.37044906616211]",1.0
5681922434,"[15.917377471923828, 23.719512939453125]",1.0
7862248428,"[-1.6830077171325684, 68.4892349243164]",2.0
8202051356,"[51.233482360839844, 21.505542755126953]",1.0
1979065917,"[-30.84969711303711, -36.701698303222656]",1.0
1931236704,"[36.3723258972168, 71.77389526367188]",1.0
7267947266,"[20.454906463623047, 44.43437576293945]",2.0
3241825450,"[46.41775131225586, -84.5387954711914]",2.0
1647626665,"[0.25364282727241516, 96.5112075805664]",2.0
5817416261,"[-4.439812183380127, 58.993534088134766]",2.0
920749796,"[2.0123178958892822, -95.73982238769531]",2.0
6331798436,"[74.69366455078125, 36.78413391113281]",2.0
7279943013,"[-16.396297454833984, 53.69359588623047]",2.0
6640713208,"[41.604530334472656, 70.94116973876953]",1.0
7033795645,"[99.37342834472656, 21.707881927490234]",3.0
4250961498,"[33.077274322509766, 82.81849670410156]",1.0
5986002794,"[14.037887573242188, 86.22048950195312]",1.0
9820425024,"[10.167303085327148, 62.9290885925293]",1.0
1113205262,"[17.389738082885742, 85.34007263183594]",1.0
8174338043,"[92.75598907470703, 44.41619110107422]",2.0
9014334531,"[-32.79434585571289, 77.03620910644531]",1.0
8542631715,"[57.84807205200195, 5.090306758880615]",2.0
7559066646,"[54.39168930053711, 26.815410614013672]",2.0
9731332320,"[49.043880462646484, -88.1042251586914]",2.0
9200526264,"[12.622945785522461, -87.5794448852539]",1.0
548193229,"[26.486949920654297, 4.688930988311768]",1.0
8838064494,"[17.528127670288086, -91.73323822021484]",2.0
6279059093,"[39.008907318115234, 77.30034637451172]",2.0
5334294124,"[101.99376678466797, 17.916122436523438]",2.0
8453554163,"[-32.05867004394531, 46.439666748046875]",2.0
7349001614,"[-47.474796295166016, 74.10332489013672]",2.0
7497670047,"[75.40476989746094, 23.80692481994629]",1.0
7652673753,"[-29.799875259399414, 82.59790802001953]",1.0
1406970934,"[24.60831642150879, -102.1107406616211]",1.0
7260210621,"[56.958702087402344, 28.897476196289062]",2.0
7333844101,"[74.7072982788086, 33.46638107299805]",2.0
8922479787,"[46.07023620605469, 53.68655014038086]",2.0
3007922572,"[22.153963088989258, 90.78083801269531]",1.0
3431981750,"[94.27164459228516, 44.41503143310547]",3.0
2004512358,"[22.664627075195312, -84.88827514648438]",1.0
6928473940,"[35.18762969970703, -104.03682708740234]",1.0
825867570,"[93.48687744140625, 44.21331787109375]",1.0
7853609433,"[-15.660693168640137, 80.06962585449219]",2.0
1207435620,"[32.74070739746094, 19.143678665161133]",1.0
9561598607,"[59.74414825439453, 26.67658233642578]",2.0
1761074087,"[37.27157211303711, 18.55290412902832]",1.0
4703406263,"[52.298397064208984, 7.72831392288208]",2.0
9646265545,"[39.11738586425781, 83.37931823730469]",2.0
232219891,"[8.05351448059082, -105.73613739013672]",1.0
2560437800,"[14.604252815246582, 72.81087493896484]",1.0
7072590327,"[-14.268115997314453, 31.495847702026367]",2.0
4042871045,"[19.76194190979004, 84.75996398925781]",2.0
5384100142,"[35.740821838378906, 52.0638313293457]",1.0
3553793268,"[69.64542388916016, 43.01004409790039]",2.0
9872585687,"[45.072227478027344, -80.77110290527344]",2.0
8494235560,"[57.12248611450195, 61.40780258178711]",2.0
7166746130,"[17.412996292114258, 23.665485382080078]",1.0
6876669525,"[60.81568908691406, 16.73646354675293]",2.0
4181120714,"[17.907573699951172, 51.19334030151367]",1.0
3923629216,"[8.941339492797852, 30.4449462890625]",2.0
3232599977,"[24.679874420166016, -32.633575439453125]",1.0
4647932761,"[103.8077621459961, 27.056127548217773]",3.0
3135033458,"[49.98358917236328, 39.3309211730957]",2.0
1987641897,"[54.33951187133789, 31.841533660888672]",2.0
7845673742,"[-24.337947845458984, 46.9932975769043]",2.0
284276522,"[3.4226174354553223, 37.460609436035156]",1.0
4025337513,"[3.748609781265259, 83.49951171875]",1.0
9665595909,"[-4.735738754272461, 52.368656158447266]",2.0
8707426079,"[-17.916982650756836, 9.567327499389648]",2.0
3230001064,"[86.55775451660156, 19.793663024902344]",2.0
2273128207,"[-12.43011474609375, 73.15856170654297]",2.0
2453807111,"[46.32454299926758, 58.161651611328125]",2.0
5070324204,"[-56.709625244140625, 34.934391021728516]",
2986427322,"[18.34115982055664, 95.70364379882812]",1.0
3931288364,"[25.64552879333496, 26.970779418945312]",1.0
2495976852,"[33.378944396972656, 3.850529909133911]",1.0
5893230559,"[-14.924616813659668, 53.02863693237305]",1.0
1528600417,"[94.11212158203125, 52.26853561401367]",2.0
6685597214,"[-21.185476303100586, 81.07717895507812]",1.0
7284436735,"[93.87055969238281, 51.33346939086914]",1.0
3727716182,"[8.880866050720215, 65.8585433959961]",2.0
3675222016,"[48.53839874267578, 11.946317672729492]",1.0
7170245450,"[60.9207649230957, -5.976285457611084]",2.0
712305093,"[1.5817523002624512, -61.47793960571289]",2.0
6219806006,"[32.0541877746582, -86.77466583251953]",1.0
9468970492,"[31.68364906311035, 63.00433349609375]",2.0
4892735810,"[-12.263904571533203, 42.259952545166016]",1.0
6382262299,"[18.57282257080078, 84.38230895996094]",1.0
3452064384,"[9.742721557617188, 84.2645034790039]",1.0
4642343930,"[-27.172639846801758, 72.85759735107422]",1.0
5961104650,"[43.68976593017578, 7.411475658416748]",2.0
9795348373,"[24.558740615844727, 50.815589904785156]",2.0
2995163530,"[-19.057586669921875, 75.53758239746094]",1.0
7280212188,"[-16.668075561523438, 55.9014778137207]",2.0
7375887136,"[1.9511011838912964, 58.9978141784668]",1.0
8305582908,"[-79.8191909790039, 45.38874053955078]",
7021435107,"[40.28715133666992, 50.89316177368164]",1.0
5800960506,"[93.18529510498047, 49.43781661987305]",2.0
2402965929,"[29.408126831054688, 11.519974708557129]",1.0
7885926227,"[30.71949005126953, -93.58367156982422]",1.0
2844827536,"[46.38697052001953, -23.539840698242188]",1.0
7203753455,"[41.87449645996094, 23.448667526245117]",1.0
2144032972,"[34.77439880371094, 63.38134765625]",1.0
2376977236,"[34.089229583740234, -99.37383270263672]",2.0
5332038892,"[-34.17751693725586, 42.91598892211914]",1.0
7378157416,"[5.1584672927856445, 25.475088119506836]",1.0
4921559514,"[57.238677978515625, -26.1873722076416]",3.0
7539906113,"[86.85061645507812, -0.6551008224487305]",2.0
3900605,"[48.98357009887695, 31.953258514404297]",2.0
8088144191,"[62.39600372314453, 48.803131103515625]",2.0
3023375872,"[67.24299621582031, 52.48368453979492]",2.0
5105060231,"[-0.5633286833763123, 30.414762496948242]",1.0
2666736675,"[-30.003002166748047, 75.70938110351562]",2.0
2773282882,"[-68.94165802001953, 48.46218490600586]",2.0
5620632677,"[-2.440797805786133, 54.61563491821289]",1.0
3005512201,"[35.72446060180664, 24.047414779663086]",2.0
3550037791,"[74.16046905517578, 12.404644966125488]",1.0
8407694666,"[-28.49651336669922, 56.89912414550781]",1.0
2054041334,"[19.422931671142578, 14.72194766998291]",2.0
8461283948,"[4.019322395324707, 52.89644241333008]",1.0
1505605664,"[99.21759033203125, 26.725046157836914]",1.0
201116106,"[20.007843017578125, -106.86051177978516]",1.0
4144111334,"[7.7705535888671875, -13.124552726745605]",2.0
6958597476,"[84.95494079589844, 47.1127815246582]",1.0
6770187968,"[101.56028747558594, 37.22287368774414]",2.0
6875871316,"[100.87818908691406, -13.775863647460938]",1.0
5904299260,"[40.1709098815918, 82.17955017089844]",2.0
7172456936,"[93.7823257446289, 28.752012252807617]",2.0
5164090715,"[-66.73983001708984, -0.8664472699165344]",1.0
1539419980,"[-2.805823564529419, -15.071395874023438]",2.0
940893693,"[8.397937774658203, 85.66635131835938]",1.0
6275545805,"[21.931854248046875, -99.94413757324219]",1.0
5128373004,"[-28.48059844970703, 41.479591369628906]",2.0
8636362198,"[-55.81117248535156, 52.57456970214844]",2.0
2519191328,"[100.20120239257812, -12.38206958770752]",1.0
9934049944,"[-13.443246841430664, -74.93313598632812]",2.0
4687106274,"[40.79258728027344, 60.29142761230469]",1.0
2351394964,"[-14.795421600341797, 91.45108795166016]",1.0
1345237165,"[-14.653557777404785, 86.44842529296875]",1.0
4346573987,"[27.673635482788086, 91.1213607788086]",1.0
9938301239,"[-40.365360260009766, 33.874961853027344]",1.0
747749060,"[43.1450080871582, 25.397052764892578]",2.0
1436938554,"[3.9702308177948, 80.1277847290039]",1.0
4705418978,"[39.51285934448242, 65.86599731445312]",2.0
2528154673,"[73.15608978271484, 29.969682693481445]",2.0
8504681362,"[68.59496307373047, -29.95250701904297]",2.0
8289039180,"[-29.343481063842773, 26.006925582885742]",2.0
5454440739,"[87.21443939208984, 52.1611213684082]",1.0
1375589188,"[-1.3690907955169678, 61.318031311035156]",1.0
8763963028,"[3.995584011077881, 80.1960220336914]",2.0
9700079089,"[-40.09852600097656, 73.2865982055664]",1.0
1859084821,"[27.799346923828125, -107.24494934082031]",1.0
5096096288,"[28.60825538635254, 3.6291205883026123]",2.0
6634479652,"[39.658348083496094, 13.975333213806152]",1.0
9751192318,"[-19.85299301147461, 77.00228881835938]",2.0
9304291743,"[61.118682861328125, 17.62322425842285]",1.0
5566270480,"[22.7678279876709, 37.02333450317383]",2.0
9578260813,"[6.114376544952393, -103.46350860595703]",1.0
366869229,"[54.465171813964844, 53.60005569458008]",2.0
4595169055,"[28.1899356842041, -81.92110443115234]",2.0
5212198301,"[3.9837279319763184, 85.37350463867188]",1.0
2559384515,"[32.03832244873047, -105.10091400146484]",1.0
3272978147,"[74.58090209960938, 34.8975715637207]",2.0
2727857792,"[21.898401260375977, 88.43043518066406]",1.0
8674659626,"[-12.393622398376465, 20.81895637512207]",2.0
9772472309,"[54.8433837890625, 60.952396392822266]",1.0
4347836112,"[31.109819412231445, 73.35443115234375]",1.0
9593766273,"[30.52120590209961, -99.54490661621094]",2.0
8366644747,"[59.98231506347656, 42.97727966308594]",1.0
1858443191,"[28.82750701904297, 90.25847625732422]",2.0
7456836340,"[63.514556884765625, 48.39664077758789]",2.0
1081992906,"[9.991095542907715, -91.53812408447266]",2.0
6508944434,"[20.1171932220459, 85.39813232421875]",2.0
4679382777,"[-35.135128021240234, 51.86980438232422]",1.0
3854193088,"[33.26076889038086, -64.10297393798828]",2.0
5396594536,"[64.06257629394531, -19.105453491210938]",1.0
